column_name,data_type,intended_data_type,sample_values,missing_count,missing_pct,errors,description,recommended_actions
defender_2,string,string,Frey | Baratheon,36,0.9473684210526315,36 NULL values (94.7% of 38 records),"Secondary defender name or faction stored as string. 36 of 38 records (94.7%) are null. Only two distinct non-null values are observed ('Baratheon', 'Frey'), and all non-null values are unique.","[CLARIFY] With 36 of 38 records (94.7%) null, assess whether this field is business-critical, optional, sparse by design, or should be excluded from specific analyses."
defender_3,float64,float64,,38,1.0,38 NULL values (100.0% of 38 records),"Field name suggests a third defending party or defender identifier for battle records. Completely unpopulated: all 38 records (100%) are NULL, with 0 distinct non-null values. Stored as float64.","[CLARIFY] Confirm whether this field is required for downstream use, intentionally sparse by design (e.g., battles rarely have a third defender), or should be deprecated and excluded from the dataset given 100% missingness across all 38 records."
defender_4,float64,float64,,38,1.0,38 NULL values (100.0% of 38 records),Field appearing to represent a fourth defender in battle records. All 38 records (100%) are null with 0 distinct non-null values. Stored as float64.,"[CLARIFY] All 38 records (100%) are null. Assess whether this field is business-critical, optional, sparse by design, or should be excluded from the dataset and downstream analyses."
attacker_outcome,string,string,win | loss,1,0.02631578947368421,1 NULL values (2.6% of 38 records),"Categorical field indicating the outcome of the attack, containing two observed values: 'win' and 'loss'. 1 record out of 38 (2.6%) has a missing value.",[No Immediate Action]
battle_type,string,string,ambush | razing | siege | pitched battle,1,0.02631578947368421,1 NULL values (2.6% of 38 records),"Categorical classification of battle type. Contains 4 distinct observed values ('ambush', 'pitched battle', 'razing', 'siege') across 37 non-null records, with 1 missing value (2.6%).",[No Immediate Action]
major_death,float64,int64,1.0 | 0.0,1,0.02631578947368421,"1 NULL values (2.6% of 38 records) | raw source values include decimal suffix artefacts ['1.0', '0.0'] | boolean column contains non-standard representations: ['1.0', '0.0'] — standardize to 'True'/'False' before converting to bool dtype | column appears to be a near-duplicate of another column in this table — confirm if both are needed or if one should be removed","Binary indicator stored as float64, with values 1.0 and 0.0 likely representing whether a major death occurred during a battle. Contains 1 missing value out of 38 records (2.6%). The column is near-identical to 'battles.major_capture' and 'battles.summer' (resemblance=1.0), suggesting potential duplication.","[STANDARDIZE] Remove decimal suffix artefacts: '1.0' → '1', '0.0' → '0'. | [VALIDATE] Ensure all values are either 0 or 1 after conversion. | [CLARIFY] Confirm target data type: source analysis indicates intended type is int64, but also suggests boolean (True/False). Verify whether integer (1/0) or boolean is preferred for downstream use. | [CLARIFY] Review near-duplicate relationship with 'battles.major_capture' and 'battles.summer' (resemblance=1.0). Confirm whether these columns are redundant and if one or more should be removed."
major_capture,float64,int64,0.0 | 1.0,1,0.02631578947368421,"1 NULL values (2.6% of 38 records) | raw source values include decimal suffix artefacts ['0.0', '1.0'] | boolean column contains non-standard representations: ['0.0', '1.0'] — standardize to 'True'/'False' before converting to bool dtype | column appears to be a near-duplicate of another column in this table — confirm if both are needed or if one should be removed","Binary indicator representing whether a major capture occurred, stored as float64 with decimal suffix artefacts. Contains 1 missing value out of 38 records (2.6%). Only 2 distinct non-null values are observed (0.0 and 1.0). The column is near-identical to `battles.major_death` and `battles.summer` (resemblance=1.0), suggesting potential duplication.","[STANDARDIZE] Convert float64 decimal suffix artefacts to boolean strings using the dominant binary mapping: '0.0' → 'False', '1.0' → 'True'. | [VALIDATE] Verify all values conform to boolean 'True'/'False' after standardization before converting to bool dtype. | [CLARIFY] Review near-duplicate relationship with `battles.major_death` and `battles.summer` (resemblance=1.0). Confirm whether all columns are distinct and required, or if duplicates should be removed."
attacker_size,float64,int64,20.0 | 3000.0 | 15000.0 | 100000.0 | 5000.0,14,0.3684210526315789,"14 NULL values (36.8% of 38 records) | raw source values include decimal suffix artefacts ['15000.0', '18000.0', '1875.0', '6000.0', '1000.0'] | 3 value(s) exceed the statistically expected upper bound of 1.856e+04 (Q3 + 1.5×IQR): [20000.0, 21000.0, 100000.0]","Numeric field representing the number of troops in the attacking force. 14 of 38 records are null (36.8%). Stored as float64 with all 24 non-null values showing a '.0' decimal suffix, indicating whole-number counts intended as int64. Observed range is 20 to 100,000, with three high-end values (20,000; 21,000; and 100,000) lying above the statistical upper bound of ~18,560. Contains 19 distinct non-null values.","[STANDARDIZE] Convert float64 decimal suffix artefacts to int64: '15000.0' → '15000', '18000.0' → '18000', '100000.0' → '100000'. All 24 non-null values (100%) exhibit this pattern. | [VALIDATE] Verify all values are positive integers after type conversion. | [CLARIFY] Review 14 missing values (36.8%) to assess field criticality, downstream usage, and whether missing values should remain null or be imputed only if complete data is required for analysis."
defender_size,float64,int64,4000.0 | 12625.0 | 100.0 | 120.0 | 10000.0,19,0.5,"19 NULL values (50.0% of 38 records) | raw source values include decimal suffix artefacts ['4000.0', '120.0', '10000.0', '20000.0', '6000.0']","Numeric field representing defender size. 19 of 38 records (50.0%) are missing. Among 19 non-null values, there are 14 distinct observations ranging from 100 to 20,000. All non-null values carry a '.0' decimal suffix (e.g., 4000.0, 120.0) and the column is intended to be stored as int64.","[STANDARDIZE] Convert decimal suffix artefacts from float64 to int64: '4000.0' → '4000', '120.0' → '120', '10000.0' → '10000', '20000.0' → '20000', '6000.0' → '6000'. | [VALIDATE] Verify all non-null values are positive integers within the observed range (100 to 20000) after conversion to int64. | [CLARIFY] 19 of 38 records (50.0%) are missing. Assess field criticality, downstream usage, and whether missing values should remain null."
attacker_commander,string,string,"Roose Bolton, Vargo Hoat, Robett Glover | Ramsay Snow, Theon Greyjoy | Robb Stark, Brynden Tully | Stannis Baratheon, Alysane Mormot | Jonos Bracken, Jaime Lannister",1,0.02631578947368421,1 NULL values (2.6% of 38 records),"Names of attacking commanders stored as free-text, containing either a single name or multiple names separated by commas. Contains 1 missing value out of 38 records (2.6%). Among 37 non-null records, there are 31 distinct values, indicating some commanders appear in multiple battles.",[No Immediate Action]
defender_commander,string,string,"Rodrik Cassel, Cley Cerwyn, Leobald Tallhart | Brynden Tully | Bran Stark | Stannis Baratheon, Jon Snow, Donal Noye, Cotter Pyke | Clement Piper, Vance",10,0.2631578947368421,10 NULL values (26.3% of 38 records),"Names of defending commander(s) stored as free-text. Of 38 records, 28 are non-null and entirely distinct, with 10 missing values (26.3%). Some entries list multiple commanders separated by commas. The field appears optional given the substantial missingness.","[CLARIFY] Assess field criticality, downstream usage, and whether the 10 missing values (26.3%) should remain null."
summer,float64,int64,1.0 | 0.0,1,0.02631578947368421,"1 NULL values (2.6% of 38 records) | raw source values include decimal suffix artefacts ['1.0', '0.0'] | boolean column contains non-standard representations: ['1.0', '0.0'] — standardize to 'True'/'False' before converting to bool dtype | column appears to be a near-duplicate of another column in this table — confirm if both are needed or if one should be removed","Binary indicator stored as float64 with values 0.0 and 1.0, likely representing whether a battle occurred in summer. Contains 1 missing value out of 38 records (2.6%). All non-null values carry decimal suffix artefacts (e.g., '1.0', '0.0') despite an intended int64 type. Values are near-identical to 'battles.major_death' and 'battles.major_capture' (resemblance=1.0), suggesting potential column duplication.","[STANDARDIZE] Remove decimal suffix artefacts and convert to the intended integer format: '1.0' → '1', '0.0' → '0'. | [CLARIFY] Column is near-identical to 'battles.major_death' and 'battles.major_capture' (resemblance=1.0). Confirm whether this column is a duplicate that should be removed, or if it represents a distinct business concept."
location,string,string,Harrenhal | Winterfell | Whispering Wood | Deepwood Motte | Raventree,1,0.02631578947368421,1 NULL values (2.6% of 38 records),"Battle location name stored as free-text. Of 38 records, 37 are populated with 1 missing value (2.6%). There are 27 distinct non-null values, indicating some locations host multiple battles. Observed entries are fictional place names such as 'Harrenhal', 'Winterfell', and 'King's Landing'.",[No Immediate Action]
region,string,string,The Stormlands | The Riverlands | The North | Beyond the Wall | The Crownlands,0,0.0,,"Geographic region where each battle took place. Categorical field with 7 distinct values across 38 records and no missing values. Categories include realm names such as 'Beyond the Wall', 'The Crownlands', 'The North', 'The Reach', 'The Riverlands', 'The Stormlands', and 'The Westerlands'.",[No Immediate Action]
note,string,string,"Greyjoy's troop number comes from the 264 estimate to have arrived on the stony shore minus the 20 Theon takes to attack Winterfell. Thus 264-20=244 | This observation refers to the battle against the Stark men, not the attack on the wedding | It isn't mentioned how many Stark men are left in Winterfell, other than ""very few"". | Greyjoy's troop number based on the Battle of Deepwood Motte, in which Asha had 1000 soldier on 30 longships. That comes out to ~33 per longship. In the Battle of the Stony Shore, Theon has 8 longships, and just we can estimate that he has 8*33 =265 troops. | Since House Bolton betrays the Starks for House Lannister, we code this battle as between these two houses. Greyjoy men, numbering only 20, don't play a major part in the fighting and end up dying anyway.",33,0.868421052631579,33 NULL values (86.8% of 38 records),"Free-text annotation field containing contextual commentary and coding notes for battles, including troop estimates and classification rationale. 33 of 38 records (86.8%) are null. The 5 non-null values are unique, with lengths ranging from 84 to 257 characters, reflecting expected free-text variability.","[CLARIFY] Assess whether this notes field is optional or sparse by design, given that 33 of 38 records (86.8%) are null. Confirm whether missing values should remain null or if the field is required for downstream analysis."
