column_name,data_type,intended_data_type,sample_values,missing_count,missing_pct,errors,description,recommended_actions
NextBus2.OriginCode,int64,string,10009 | 84009 | 29009,0,0.0,,"Bus origin code identifying the starting bus stop or terminal for the second next bus arrival. Stored as int64 but intended as string to preserve standard 5-digit code formatting. Contains 3 distinct non-null values (10009, 29009, 84009) across 3 records with no missing values. All values are unique and exactly 5 digits in length.","[STANDARDIZE] Convert data type from int64 to string to align with intended usage: 10009 → '10009', 29009 → '29009', 84009 → '84009'. | [VALIDATE] Ensure all values conform to the 5-digit numeric string format after type conversion."
NextBus2.DestinationCode,int64,string,45009 | 22009 | 29009,0,0.0,,"Destination code field containing 5-digit location identifiers for the second next bus arrival. Currently stored as int64 but intended as string type. All 3 records are populated with distinct values (22009, 29009, 45009); no missing values observed.",[STANDARDIZE] Convert data type from int64 to string to align with intended storage format.
NextBus2.EstimatedArrival,string,datetime64[ns],2024-08-22T15:42:48+08:00 | 2024-08-22T15:30:16+08:00 | 2024-08-22T15:52:01+08:00,0,0.0,,"Estimated arrival timestamp for the second next bus, stored as 25-character strings in ISO 8601 format with +08:00 timezone offset. Contains 3 distinct values across 3 records with no missing data. Currently stored as string type but represents datetime values requiring type conversion for temporal operations.","[STANDARDIZE] Convert string timestamps to datetime64[ns] type to enable proper temporal sorting and arithmetic operations. | [VALIDATE] Ensure all values conform to the ISO 8601 format with timezone offset: YYYY-MM-DDTHH:MM:SS+HH:MM — e.g., '2024-08-22T15:42:48+08:00'."
NextBus2.Monitored,int64,int64,1,0,0.0,,"Monitored status flag stored as int64 with constant value '1' across all 3 records (0% missing). The field exhibits zero analytical variance in the observed sample, suggesting it may function as a mandatory metadata indicator (e.g., confirming active monitoring status) or may require assessment for analytical utility.","[CLARIFY] Confirm whether the constant value '1' represents a business rule (e.g., all buses are monitored by design) or if variation is expected in larger datasets. Assess whether this field serves a mandatory metadata purpose despite zero variance, or if it should be excluded from analytical models due to lack of discriminatory power."
NextBus2.Latitude,float64,float64,1.27424 | 1.3090805 | 1.312363,0,0.0,,"Latitude coordinate for the second upcoming bus (NextBus2) in decimal degrees, stored as float64. Values range from 1.27424 to 1.312363 with no missing values across 3 records. All values are unique and represent valid geographic coordinates.",[No Immediate Action]
NextBus2.Longitude,float64,float64,103.79662333333333 | 103.76039283333333 | 103.76434116666667,0,0.0,,"Geographic longitude coordinate for the second next bus arrival, stored as high-precision float64. Contains 0 missing values out of 3 records (0%). All 3 values are distinct and unique, ranging from 103.760393 to 103.796623 (consistent with Singapore's geographic longitude of ~103-104°E). Values exhibit high precision with 14 decimal places.",[No Immediate Action]
NextBus2.VisitNumber,int64,int64,1,0,0.0,,"Visit number field for NextBus2, stored as int64. Contains a constant value of '1' across all 3 records (0% missing) with zero analytical variance. All values are identical and provide no discriminatory power for analysis.",[CLARIFY] Confirm whether this constant field is required for mandatory metadata purposes or if it can be removed from the dataset due to zero variance (all values = '1').
NextBus2.Load,string,string,SEA,0,0.0,,"Categorical indicator for the second next bus load capacity, stored as 3-character string codes. All 3 observed values are identical ('SEA'), resulting in zero analytical variance within the current sample. No missing values present.","[CLARIFY] Confirm whether the zero variance (all values = 'SEA') reflects the actual business state or is a sampling artifact, and assess whether this field should be retained given the observed lack of variation."
NextBus2.Feature,string,string,WAB,0,0.0,,"Feature indicator code stored as 3-character text. All 3 records (100%) contain the identical value 'WAB', resulting in zero analytical variance. No missing values observed.","[CLARIFY] Confirm whether zero variance is expected (all values = 'WAB') or reflects a limited sample size (n=3). If constant values are expected, assess whether this column provides analytical value or should be excluded from analysis."
NextBus2.Type,string,string,DD | SD,0,0.0,,"Bus vehicle type code for the second next arrival, stored as 2-character categorical strings. Contains 2 distinct values ('DD', 'SD') across 3 records with no missing values. Values appear to represent vehicle classifications (e.g., Double Deck, Single Deck).",[No Immediate Action]
NextBus3.OriginCode,string,string,10009 | 84009,0,0.0,,"Origin bus stop code for the third next bus arrival, stored as 5-character numeric strings. All 3 records are complete with no missing values; 2 distinct codes observed ('10009', '84009').",[No Immediate Action]
NextBus3.DestinationCode,string,string,45009 | 22009,0,0.0,,"Destination code for the third next bus arrival, stored as a 5-character numeric string. Contains 0 missing values out of 3 records (0%). Observed values include '22009' and '45009', representing 2 distinct destination codes in the sample.",[No Immediate Action]
NextBus3.EstimatedArrival,string,string,2024-08-22T15:49:31+08:00 | 2024-08-22T15:49:33+08:00,0,0.0,,"Estimated arrival timestamp for the third next bus, stored as ISO 8601 formatted strings with timezone offset (+08:00). Contains 1 empty string (33.3% of 3 records) with 0 database NULLs; empty strings may represent missing data or indicate no third bus is scheduled. All populated values are unique, consistently 25 characters in length, and temporally clustered within 2 seconds.","[CLARIFY] Assess field criticality and whether the 33.3% empty strings represent missing data or a specific business state (e.g., no third bus available), and confirm whether they should be converted to NULL or preserved as explicit status indicators. | [VALIDATE] Ensure all non-empty values follow the ISO 8601 datetime format with timezone offset: 4-digit year, 2-digit month, 2-digit day, followed by 'T', then 2-digit hour, minute, second, and timezone offset (+/-HH:MM) — e.g., '2024-08-22T15:49:31+08:00'."
NextBus3.Monitored,int64,int64,1 | 0,0,0.0,"boolean column contains non-standard representations: ['1', '0'] — standardize to 'True'/'False' before converting to bool dtype","Binary flag indicating monitoring status for the third next bus arrival, encoded as integers where 0 represents False and 1 represents True. All 3 records are populated with no missing values and contain only the observed values 0 and 1.","[STANDARDIZE] Convert integer boolean representations to standard string format: '0' → 'False', '1' → 'True'. | [VALIDATE] Ensure all values conform to 'True'/'False' format before converting to bool dtype."
NextBus3.Latitude,string,string,1.278829 | 1.2757191666666667,0,0.0,,"Latitude coordinate for the third next bus arrival, stored as string type despite containing decimal numeric values. Contains 0 missing values (0%) across 3 records with 2 distinct values. Observed values show variation in decimal precision, with string lengths ranging from 8 to 18 characters (6 to 16 decimal places).","[STANDARDIZE] Convert string representations to numeric type (float or decimal) to enable geographic calculations: '1.278829' → 1.278829, '1.2757191666666667' → 1.2757191666666667. | [VALIDATE] Ensure all values represent valid latitude coordinates between -90 and 90 degrees."
NextBus3.Longitude,string,string,103.81719033333333 | 103.793202,0,0.0,,"Longitude coordinate for the third next bus, stored as string despite containing exclusively numeric decimal values. Contains 2 distinct values across 3 records (0% missing) with observed lengths of 10 and 18 characters due to varying decimal precision (6 vs 11 decimal places). Values range from 103.793202 to 103.81719033333333, consistent with Singapore geographic coordinates.","[STANDARDIZE] Convert string representations to numeric type (float or decimal) to enable geographic calculations and proper sorting: '103.793202' → 103.793202, '103.81719033333333' → 103.81719033333333. | [VALIDATE] Ensure all values fall within valid longitude range (-180 to 180) and represent plausible coordinates for the operational region after type conversion."
NextBus3.VisitNumber,string,string,1,0,0.0,,Visit number identifier stored as 1-character string. Contains the constant value '1' across all 3 records (100% of data) with zero analytical variance. No missing values.,"[CLARIFY] Confirm whether the constant value '1' is expected for all records, or if this reflects limited sample data. Assess whether this field provides analytical value given zero variance, or if it should be removed from the dataset."
NextBus3.Load,string,string,SEA,0,0.0,,"Bus load status indicator stored as a 3-character categorical string. All 3 records (100%) contain the identical value 'SEA', resulting in zero analytical variance. No missing values observed.","[CLARIFY] Confirm whether the constant value 'SEA' is expected for this dataset sample, or if the field should capture multiple load states (e.g., standing room, limited seats). Assess whether this column provides analytical value given the lack of variance, or if it serves a mandatory metadata purpose that justifies retention despite uniform values."
NextBus3.Feature,string,string,WAB,0,0.0,,"Feature flag for the third next bus, likely indicating 'Wheelchair Accessible Bus' (WAB). Contains the constant value 'WAB' across all 3 observed records (100%) with zero variance and no missing values. All values are fixed 3-character strings.","[CLARIFY] Confirm whether NextBus3.Feature is expected to contain only 'WAB' or if other feature codes exist (e.g., indicating non-wheelchair-accessible buses). Assess whether the column should be retained for mandatory metadata purposes or removed due to zero variance in the observed data."
NextBus3.Type,string,string,SD | DD,0,0.0,,"Categorical field indicating the bus type (e.g., deck configuration) for the third next arrival, stored as 2-character string codes. Contains 2 observed values ('DD', 'SD') across 3 records with no missing values.",[No Immediate Action]
odata.metadata,string,string,https://datamall2.mytransport.sg/ltaodataservice/v3/BusArrival,0,0.0,,OData metadata URL field storing a constant API endpoint reference. All 3 records (100%) contain the identical value 'https://datamall2.mytransport.sg/ltaodataservice/v3/BusArrival' with zero analytical variance; values are consistently 62 characters in length with no missing data.,"[CLARIFY] Confirm whether this constant metadata field is required for audit, compliance, or technical purposes, or if it can be removed from the dataset to reduce storage overhead and processing complexity given its lack of analytical variance."
BusStopCode,int64,int64,20251,0,0.0,,"Bus stop identifier code stored as 5-digit integer. All 3 records (100%) contain the identical value '20251', resulting in zero analytical variance. No missing values observed. Values consistently present as 5-character numeric strings.","[CLARIFY] Confirm whether the constant value '20251' across all records indicates a filtered dataset (e.g., arrivals for a specific bus stop only) or if this column should be removed due to zero analytical variance as suggested in column_facts."
